ESTACION,LATITUD,LONGITUD,FUENTE
CURPAHUASI,-14.0628,-72.6669,HTML_EMBEDDED
LA PAMPILLA,-16.4138,-71.53453,HTML_EMBEDDED
CHIGUATA,-16.40644,-71.40913,HTML_EMBEDDED
HUASACACHE,-16.45774,-71.56635,HTML_EMBEDDED
TINGO GRANDE,-16.45992,-71.57431,HTML_EMBEDDED
PUENTE DEL DIABLO,-16.42679,-71.67503,HTML_EMBEDDED
LA JOYA,-16.58359,-71.92464,HTML_EMBEDDED
HACIENDA PAMPATA,-16.54193,-72.69957,HTML_EMBEDDED
OCOÑA,-16.427,-73.1145,HTML_EMBEDDED
CAMANA,-16.64395,-72.70432,HTML_EMBEDDED
CARAVELI,-15.77568,-73.36259,HTML_EMBEDDED
PUNTA ATICO,-16.2317,-73.6964,HTML_EMBEDDED
CHAPARRA,-15.74765,-73.87089,HTML_EMBEDDED
LOMAS,-15.57119,-74.8503,HTML_EMBEDDED
HUATIAPA,-16.00806,-72.48355,HTML_EMBEDDED
APLAO,-16.07288,-72.49226,HTML_EMBEDDED
ANDAGUA,-15.5009,-72.3551,HTML_EMBEDDED
CHOCO,-15.5771,-72.1296,HTML_EMBEDDED
MACHAHUAY,-15.65321,-72.50322,HTML_EMBEDDED
ORCOPAMPA,-15.2639,-72.341,HTML_EMBEDDED
PAMPACOLCA,-15.7167,-72.5683,HTML_EMBEDDED
CHIVAY,-15.64163,-71.60169,HTML_EMBEDDED
CABANACONDE,-15.6226,-71.97409,HTML_EMBEDDED
CAYLLOMA,-15.18882,-71.77019,HTML_EMBEDDED
HUAMBO,-15.73201,-72.10693,HTML_EMBEDDED
HUANCA,-16.03458,-71.88108,HTML_EMBEDDED
CAJATAMBO,-10.47788,-76.98971,HTML_EMBEDDED
CANTA,-11.47121,-76.62569,HTML_EMBEDDED
OBRAJILLO,-11.45293,-76.62217,HTML_EMBEDDED
PUENTE MAGDALENA,-11.69463,-76.83719,HTML_EMBEDDED
LA CAPILLA,-12.52194,-76.49637,HTML_EMBEDDED
SOCSI CAÑETE,-13.03051,-76.20027,HTML_EMBEDDED
SOCSI,-13.0283,-76.19453,HTML_EMBEDDED
PACARAN,-12.86689,-76.05793,HTML_EMBEDDED
PACARAN,-12.86096,-76.05479,HTML_EMBEDDED
HUAYAN,-11.45281,-77.122,HTML_EMBEDDED
SANTO DOMINGO,-11.37009,-77.02823,HTML_EMBEDDED
PAMPA DE MAJES,-16.3357,-72.1525,HTML_EMBEDDED
HUANCAVELICA,-12.7715,-75.0124,HTML_EMBEDDED
PUERTO ALMENDRA,-3.8286,-73.377,HTML_EMBEDDED
LA YARADA,-18.2107,-70.5259,HTML_EMBEDDED
MATUCANA,-11.83913,-76.37792,HTML_EMBEDDED
ANTAPUCRO,-12.0314,-76.62437,HTML_EMBEDDED
RIO BLANCO,-11.7345,-76.25938,HTML_EMBEDDED
HUAROCHIRI,-12.13886,-76.23429,HTML_EMBEDDED
SAN LAZARO DE ESCOMARCA,-12.18088,-76.35207,HTML_EMBEDDED
SAN MATEO DE HUANCHOR,-11.76017,-76.301,HTML_EMBEDDED
SAN MATEO,-11.76012,-76.30111,HTML_EMBEDDED
SANTA EULALIA,-11.92,-76.66664,HTML_EMBEDDED
SANTA EULALIA,-11.91984,-76.66678,HTML_EMBEDDED
UNJF SANCHEZ CARRION - HUACHO,-11.12386,-77.60603,HTML_EMBEDDED
LOMAS DE LACHAY,-11.36014,-77.36839,HTML_EMBEDDED
ALCANTARILLA,-11.06068,-77.55011,HTML_EMBEDDED
PICOY,-10.92162,-76.73701,HTML_EMBEDDED
PICOY,-10.92164,-76.7367,HTML_EMBEDDED
SAYAN,-11.13476,-77.19832,HTML_EMBEDDED
CAMAY,-10.91294,-77.6489,HTML_EMBEDDED
YAUYOS,-12.49173,-75.91039,HTML_EMBEDDED
HUANGASCAR,-12.89858,-75.83365,HTML_EMBEDDED
TAMSHIYACU,-4.00356,-73.16112,HTML_EMBEDDED
TAMSHIYACU,-4.00316,-73.1614,HTML_EMBEDDED
FRANCISCO ORELLANA,-3.42333,-72.76667,HTML_EMBEDDED
MAZAN,-3.48817,-73.08182,HTML_EMBEDDED
PUNCHANA,-3.6903,-73.2556,HTML_EMBEDDED
SAN RAMON,-5.93559,-76.11813,HTML_EMBEDDED
SAN LORENZO,-4.82954,-76.55477,HTML_EMBEDDED
SAN LORENZO,-4.8322,-76.5554,HTML_EMBEDDED
LAGUNAS,-5.2171,-75.6679,HTML_EMBEDDED
NAUTA,-4.51336,-73.58375,HTML_EMBEDDED
CABALLOCOCHA,-3.9112,-70.5119,HTML_EMBEDDED
PEBAS,-3.3188,-71.8588,HTML_EMBEDDED
GENARO HERRERA,-4.91003,-73.66944,HTML_EMBEDDED
PUERTO MALDONADO,-12.5873,-69.2088,HTML_EMBEDDED
IÑAPARI,-10.95589,-69.578,HTML_EMBEDDED
MOQUEGUA,-17.17875,-70.93269,HTML_EMBEDDED
CARUMAS,-16.8115,-70.6954,HTML_EMBEDDED
CALACOA,-16.73988,-70.68765,HTML_EMBEDDED
YACANGO,-17.09078,-70.86699,HTML_EMBEDDED
TUMILACA,-17.12838,-70.83689,HTML_EMBEDDED
OMATE,-16.67531,-70.97925,HTML_EMBEDDED
PUQUINA,-16.62978,-71.18476,HTML_EMBEDDED
QUINISTAQUILLAS,-16.74971,-70.87858,HTML_EMBEDDED
UBINAS,-16.3888,-70.8541,HTML_EMBEDDED
PUNTA COLES,-17.69862,-71.37331,HTML_EMBEDDED
ILO,-17.62381,-71.27188,HTML_EMBEDDED
CERRO DE PASCO,-10.69341,-76.26421,HTML_EMBEDDED
YANAHUANCA,-10.4896,-76.5129,HTML_EMBEDDED
OXAPAMPA,-10.5642,-75.4184,HTML_EMBEDDED
SAN MIGUEL,-5.2462,-80.68436,HTML_EMBEDDED
PARTIDOR,-4.73197,-80.27982,HTML_EMBEDDED
AYABACA,-4.63776,-79.71077,HTML_EMBEDDED
ALTO DE POCLUS,-4.9169,-79.89047,HTML_EMBEDDED
SAPILLICA,-4.77817,-79.98178,HTML_EMBEDDED
HUANCABAMBA,-5.24681,-79.45399,HTML_EMBEDDED
SALALA,-5.11153,-79.46349,HTML_EMBEDDED
HUARMACA,-5.56479,-79.51975,HTML_EMBEDDED
SONDORILLO,-5.3398,-79.43137,HTML_EMBEDDED
CHULUCANAS,-5.10843,-80.16956,HTML_EMBEDDED
CHALACO,-5.03865,-79.79168,HTML_EMBEDDED
EL VIRREY,-5.5337,-79.98233,HTML_EMBEDDED
SAN PEDRO,-5.07954,-80.01621,HTML_EMBEDDED
SAN PEDRO,-5.0796,-80.01624,HTML_EMBEDDED
MORROPON,-5.19465,-79.97107,HTML_EMBEDDED
MALACASI,-5.33977,-79.85794,HTML_EMBEDDED
SANTO DOMINGO,-5.03825,-79.87049,HTML_EMBEDDED
LA ESPERANZA,-4.92114,-81.05969,HTML_EMBEDDED
LANCONES,-4.64288,-80.54717,HTML_EMBEDDED
MALLARES,-4.85574,-80.73556,HTML_EMBEDDED
EL ALTO,-4.26198,-81.21815,HTML_EMBEDDED
CHUSIS,-5.52756,-80.81275,HTML_EMBEDDED
BERNAL,-5.4545,-80.74262,HTML_EMBEDDED
PUNO,-15.82625,-70.01208,HTML_EMBEDDED
LOS UROS,-15.82039,-69.97413,HTML_EMBEDDED
RINCON DE LA CRUZ,-15.99017,-69.80961,HTML_EMBEDDED
ISLA TAQUILE,-15.77019,-69.69107,HTML_EMBEDDED
CAPACHICA,-15.61344,-69.84222,HTML_EMBEDDED
MAÑAZO,-15.79944,-70.33949,HTML_EMBEDDED
LARAQUERI,-16.13599,-70.04587,HTML_EMBEDDED
AZANGARO,-14.9172,-70.19046,HTML_EMBEDDED
PUENTE  AZANGARO,-14.91975,-70.18936,HTML_EMBEDDED
ARAPA,-15.1786,-70.109,HTML_EMBEDDED
MUÑANI,-14.76694,-69.95181,HTML_EMBEDDED
MACUSANI,-14.06674,-70.42205,HTML_EMBEDDED
CRUCERO,-14.36419,-70.02592,HTML_EMBEDDED
SAN GABAN,-13.4609,-70.41,HTML_EMBEDDED
JULI,-16.20378,-69.45992,HTML_EMBEDDED
PUENTE INTERNACIONAL DESAGUADERO,-16.5638,-69.0363,HTML_EMBEDDED
PUENTE YOROHOCO CALLACAME,-16.57065,-69.32278,HTML_EMBEDDED
PIZACOMA,-16.9043,-69.3695,HTML_EMBEDDED
ZAPATILLA,-16.1386,-69.5787,HTML_EMBEDDED
PUENTE ILAVE,-16.0882,-69.6317,HTML_EMBEDDED
ILAVE,-16.05994,-69.64039,HTML_EMBEDDED
MAZO CRUZ,-16.73888,-69.71544,HTML_EMBEDDED
HUANCANE,-15.20687,-69.7583,HTML_EMBEDDED
PUENTE CARRETERA HUANCANE,-15.21588,-69.79262,HTML_EMBEDDED
PUENTE CARRETERA RAMIS,-15.2553,-69.8738,HTML_EMBEDDED
LAMPA,-15.36109,-70.37415,HTML_EMBEDDED
PAMPAHUTA,-15.4837,-70.676,HTML_EMBEDDED
PUCARA,-15.04567,-70.36663,HTML_EMBEDDED
RIO VERDE,-15.68427,-70.60002,HTML_EMBEDDED
CRUCERO ALTO,-15.7643,-70.9113,HTML_EMBEDDED
AYAVIRI,-14.8688,-70.5916,HTML_EMBEDDED
LLALLY,-14.95286,-70.88052,HTML_EMBEDDED
HUARAYA MOHO,-15.3881,-69.4842,HTML_EMBEDDED
PUTINA,-14.921,-69.8757,HTML_EMBEDDED
ANANEA,-14.6763,-69.5339,HTML_EMBEDDED
PUENTE UNOCOLLA COATA,-15.45085,-70.19133,HTML_EMBEDDED
CABANILLAS,-15.63911,-70.34661,HTML_EMBEDDED
MOYOBAMBA,-6.04481,-76.96822,HTML_EMBEDDED
JEPELACIO,-6.11275,-76.90761,HTML_EMBEDDED
SORITOR,-6.142,-77.09179,HTML_EMBEDDED
BELLAVISTA,-7.05517,-76.55836,HTML_EMBEDDED
SAN PABLO,-6.80956,-76.57625,HTML_EMBEDDED
ALAO,-6.517,-76.73806,HTML_EMBEDDED
SAPOSOA,-6.94313,-76.76823,HTML_EMBEDDED
LAMAS,-6.41874,-76.52794,HTML_EMBEDDED
PONGO DE CAYNARACHI,-6.33047,-76.28175,HTML_EMBEDDED
TABALOSOS,-6.39533,-76.62533,HTML_EMBEDDED
HUAYABAMBA,-7.26871,-76.73701,HTML_EMBEDDED
PACHIZA,-7.29322,-76.77092,HTML_EMBEDDED
PICOTA,-6.91949,-76.3272,HTML_EMBEDDED
PILLUANA,-6.77631,-76.29056,HTML_EMBEDDED
SHAMBOYACU,-7.0223,-76.12911,HTML_EMBEDDED
SHAMBOYACU,-7.02302,-76.12952,HTML_EMBEDDED
TINGO DE PONAZA,-6.93722,-76.25267,HTML_EMBEDDED
RIOJA,-6.04728,-77.17197,HTML_EMBEDDED
TARAPOTO,-6.47597,-76.37039,HTML_EMBEDDED
CHAZUTA,-6.57119,-76.1315,HTML_EMBEDDED
EL PORVENIR,-6.58903,-76.31825,HTML_EMBEDDED
PUENTE TOCACHE,-8.18475,-76.50789,HTML_EMBEDDED
TANANTA,-8.11524,-76.58049,HTML_EMBEDDED
JORGE BASADRE,-18.02689,-70.25153,HTML_EMBEDDED
CALANA,-17.97458,-70.1932,HTML_EMBEDDED
CORUCA,-17.63312,-70.45456,HTML_EMBEDDED
SAMA GRANDE,-17.78758,-70.48962,HTML_EMBEDDED
CALIENTES,-17.884,-70.1425,HTML_EMBEDDED
PALCA,-17.77795,-69.95864,HTML_EMBEDDED
CANDARAVE,-17.26776,-70.25537,HTML_EMBEDDED
LOCUMBA,-17.6179,-70.761,HTML_EMBEDDED
ILABAYA,-17.41783,-70.51281,HTML_EMBEDDED
ITE,-17.86008,-70.95169,HTML_EMBEDDED
TARATA,-17.47935,-70.03663,HTML_EMBEDDED
SUSAPAYA,-17.34771,-70.13472,HTML_EMBEDDED
PUERTO PIZARRO,-3.5038,-80.39504,HTML_EMBEDDED
LA CRUZ,-3.62829,-80.56927,HTML_EMBEDDED
EL TIGRE,-3.76848,-80.45685,HTML_EMBEDDED
RICA PLAYA,-3.8119,-80.50546,HTML_EMBEDDED
CAÑAVERAL,-3.9391,-80.65058,HTML_EMBEDDED
PAPAYAL,-3.56732,-80.23324,HTML_EMBEDDED
AGUAYTIA,-9.04225,-75.50624,HTML_EMBEDDED
PUENTE AGUAYTIA,-9.03738,-75.50449,HTML_EMBEDDED
SAN ALEJANDRO,-8.83444,-75.21639,HTML_EMBEDDED
SAN ALEJANDRO,-8.83091,-75.21281,HTML_EMBEDDED
RIO GRANDE,-14.52648,-75.21306,HTML_EMBEDDED
PAMPA BLANCA,-14.23731,-75.10407,HTML_EMBEDDED
LETRAYOC,-13.65773,-75.74496,HTML_EMBEDDED
HACIENDA BERNALES,-13.74114,-75.96641,HTML_EMBEDDED
SANTA ANA,-12.00955,-75.22158,HTML_EMBEDDED
PUENTE BREÑA,-12.05216,-75.24051,HTML_EMBEDDED
VIQUES,-12.15603,-75.2283,HTML_EMBEDDED
RUNATULLO,-11.61812,-75.01224,HTML_EMBEDDED
COMAS,-11.74794,-75.13012,HTML_EMBEDDED
INGENIO,-11.87521,-75.29665,HTML_EMBEDDED
PICHANAKI,-10.93352,-74.86681,HTML_EMBEDDED
RIO TULUMAYO,-11.2091,-75.3348,HTML_EMBEDDED
RICRAN,-11.54,-75.5273,HTML_EMBEDDED
JAUJA,-11.78663,-75.48687,HTML_EMBEDDED
JUNIN,-11.14328,-75.98878,HTML_EMBEDDED
SATIPO,-11.2247,-74.6087,HTML_EMBEDDED
TARMA,-11.3967,-75.6899,HTML_EMBEDDED
HUASAHUASI,-11.2677,-75.6391,HTML_EMBEDDED
YANTAC,-11.34583,-76.40453,HTML_EMBEDDED
LA OROYA,-11.57177,-75.95762,HTML_EMBEDDED
HUAYAO,-12.0402,-75.32049,HTML_EMBEDDED
SAN JUAN DE JARPA,-12.12454,-75.43178,HTML_EMBEDDED
LAIVE,-12.25229,-75.36053,HTML_EMBEDDED
TRUJILLO,-8.11203,-78.9851,HTML_EMBEDDED
CHERREPE,-7.11887,-79.56118,HTML_EMBEDDED
CALLANCAS,-7.76747,-78.47727,HTML_EMBEDDED
SALPO,-8.00535,-78.6071,HTML_EMBEDDED
HUAMACHUCO,-7.81916,-78.04013,HTML_EMBEDDED
CACHICADAN,-8.09184,-78.14938,HTML_EMBEDDED
REQUE,-6.88613,-79.8355,HTML_EMBEDDED
OYOTUN,-6.86394,-79.32062,HTML_EMBEDDED
SIPAN,-6.80141,-79.60002,HTML_EMBEDDED
CAYALTI,-6.8808,-79.547,HTML_EMBEDDED
JAYANCA,-6.33159,-79.76869,HTML_EMBEDDED
PASABAR,-5.83722,-79.81908,HTML_EMBEDDED
LAMBAYEQUE,-6.73438,-79.90894,HTML_EMBEDDED
CAMPO DE MARTE,-12.07053,-77.04317,HTML_EMBEDDED
CHOSICA,-11.92986,-76.68975,HTML_EMBEDDED
CHOSICA,-11.92983,-76.68973,HTML_EMBEDDED
ÑAÑA,-11.98744,-76.84194,HTML_EMBEDDED
PUENTE HUACHIPA,-12.01281,-76.89441,HTML_EMBEDDED
YONAN GORE,-7.25592,-79.09909,HTML_EMBEDDED
CUTERVO,-6.37914,-78.81339,HTML_EMBEDDED
TUNEL CHOTANO,-6.54049,-78.78432,HTML_EMBEDDED
CUMBA,-5.94135,-78.66413,HTML_EMBEDDED
BAMBAMARCA M,-6.67981,-78.52346,HTML_EMBEDDED
BAMBAMARCA H,-6.66975,-78.54119,HTML_EMBEDDED
CHUGUR,-6.66878,-78.738,HTML_EMBEDDED
JAEN,-5.67667,-78.77418,HTML_EMBEDDED
CACAO,-5.88406,-78.96256,HTML_EMBEDDED
SAUZAL,-5.77168,-79.39769,HTML_EMBEDDED
HUALLAPE,-5.45077,-78.69579,HTML_EMBEDDED
SAN MARCOS,-7.32249,-78.17269,HTML_EMBEDDED
TONGOD,-6.74456,-78.81392,HTML_EMBEDDED
CAÑAD,-6.64934,-78.99733,HTML_EMBEDDED
CIRATO,-6.65583,-79.07384,HTML_EMBEDDED
PUENTE AMBAN,-6.58271,-78.91262,HTML_EMBEDDED
CHANCAY BAÑOS,-6.57489,-78.86721,HTML_EMBEDDED
POMACANCHI,-14.0278,-71.5726,HTML_EMBEDDED
SORAYPAMPA,-13.3955,-72.5736,HTML_EMBEDDED
ANCACHURO,-13.4724,-72.2188,HTML_EMBEDDED
CALCA,-13.33333,-71.95524,HTML_EMBEDDED
NUEVO PISAC,-13.42264,-71.85388,HTML_EMBEDDED
SAUSAYA,-14.52931,-71.35831,HTML_EMBEDDED
PAYAPUNKU,-14.4261,-71.28145,HTML_EMBEDDED
SICUANI,-14.23736,-71.23669,HTML_EMBEDDED
SIBINACOCHA,-13.92214,-71.01823,HTML_EMBEDDED
QUISOQUEPINA,-13.79505,-70.88622,HTML_EMBEDDED
SALCCA,-14.16991,-71.23186,HTML_EMBEDDED
MARCA CUNKA,-14.49847,-72.08952,HTML_EMBEDDED
SANTO TOMAS,-14.44896,-72.09645,HTML_EMBEDDED
HUAYHUAHUASI,-14.67242,-71.51991,HTML_EMBEDDED
PONGO DE MAINIQUE,-12.24986,-72.82447,HTML_EMBEDDED
SAN PABLO,-13.02506,-72.61988,HTML_EMBEDDED
PICHARI,-12.52296,-73.83956,HTML_EMBEDDED
PAUCARTAMBO,-13.3177,-71.59741,HTML_EMBEDDED
ACJANACO,-13.19672,-71.61941,HTML_EMBEDDED
QUINCEMIL,-13.2289,-70.7544,HTML_EMBEDDED
ASHANAKU,-13.58048,-71.58878,HTML_EMBEDDED
URUBAMBA,-13.3052,-72.1246,HTML_EMBEDDED
QORIHUAYRACHINA,-13.22419,-72.43383,HTML_EMBEDDED
INTIHUATANA H,-13.18517,-72.52319,HTML_EMBEDDED
MACHUPICCHU,-13.16655,-72.54585,HTML_EMBEDDED
INTIHUATANA M,-13.17418,-72.56036,HTML_EMBEDDED
HUAYLLABAMBA,-13.26581,-72.44881,HTML_EMBEDDED
PACAYMAYO,-13.23419,-72.49841,HTML_EMBEDDED
CHILCA,-13.2235,-72.34056,HTML_EMBEDDED
COCHAMARCA,-12.99,-75.51019,HTML_EMBEDDED
HUACHOS,-13.21667,-75.53333,HTML_EMBEDDED
CHALLACA,-13.7898,-75.417,HTML_EMBEDDED
CORDOVA,-14.03333,-75.16667,HTML_EMBEDDED
CUSICANCHA,-13.48333,-75.3,HTML_EMBEDDED
CHALLACA M,-13.7905,-75.3821,HTML_EMBEDDED
SANTIAGO DE CHOCORVOS,-13.83333,-75.25,HTML_EMBEDDED
COCHABAMBA GRANDE,-12.19238,-74.51493,HTML_EMBEDDED
CHINCHAVITO,-9.515,-75.9425,HTML_EMBEDDED
PUENTE TARUCA,-9.85056,-76.1519,HTML_EMBEDDED
QUISCA,-10.08922,-76.21556,HTML_EMBEDDED
SAN MARTIN,-9.40385,-76.76482,HTML_EMBEDDED
CACHICOTO,-9.21931,-76.21294,HTML_EMBEDDED
PUENTE BELLA,-9.32411,-76.02935,HTML_EMBEDDED
TINGO MARIA,-9.29601,-76.00207,HTML_EMBEDDED
PUENTE PEREZ,-9.34694,-75.9825,HTML_EMBEDDED
PUERTO INCA,-9.3851,-74.96376,HTML_EMBEDDED
JESUS DE LAURICOCHA,-10.07819,-76.63119,HTML_EMBEDDED
PUCA PUCA,-9.87895,-76.5909,HTML_EMBEDDED
RAMADILLAS,-13.80857,-75.50129,HTML_EMBEDDED
LOS MOLINOS,-13.9102,-75.66696,HTML_EMBEDDED
HUAMANI EL TAMBO,-13.84386,-75.58944,HTML_EMBEDDED
BETA SANTIAGO,-14.23739,-75.67022,HTML_EMBEDDED
CONTA M,-13.43936,-75.97517,HTML_EMBEDDED
FONAGRO,-13.45944,-76.15167,HTML_EMBEDDED
SAN PEDRO DE HUACARPANA,-13.04889,-75.64806,HTML_EMBEDDED
HUALLPOCA,-14.63201,-74.95588,HTML_EMBEDDED
PALPA,-14.54935,-75.18921,HTML_EMBEDDED
IMATA,-15.84266,-71.09062,HTML_EMBEDDED
PILLONES,-15.97861,-71.21333,HTML_EMBEDDED
SUMBAY,-15.81667,-71.11667,HTML_EMBEDDED
SIBAYO,-15.49422,-71.4638,HTML_EMBEDDED
COTACOTA,-15.21331,-71.38955,HTML_EMBEDDED
VISCA VISCA,-14.7228,-71.9787,HTML_EMBEDDED
COROPUNA,-15.53597,-72.61056,HTML_EMBEDDED
CUYAU,-15.21794,-72.93564,HTML_EMBEDDED
COTAHUASI,-15.21134,-72.89331,HTML_EMBEDDED
PAMPA CANGALLO,-13.56184,-74.19889,HTML_EMBEDDED
SANTA CRUZ DE HOSPICIO,-13.4383,-74.7993,HTML_EMBEDDED
HUAC-HUAS,-14.12861,-74.94583,HTML_EMBEDDED
CCONTACC,-14.5423,-74.2642,HTML_EMBEDDED
PAMPA GALERAS,-14.66917,-74.40361,HTML_EMBEDDED
HURAY HUMA,-14.564,-73.5558,HTML_EMBEDDED
PAUZA,-15.275,-73.34083,HTML_EMBEDDED
PAUCARAY,-14.04361,-73.63833,HTML_EMBEDDED
UNC CAJAMARCA,-7.16747,-78.49307,HTML_EMBEDDED
CAJABAMBA,-7.62167,-78.05111,HTML_EMBEDDED
CRISNEJAS,-7.4639,-78.1131,HTML_EMBEDDED
CELENDIN,-6.85303,-78.14487,HTML_EMBEDDED
BALSAS,-6.84461,-78.03025,HTML_EMBEDDED
CHOTA,-6.55405,-78.67588,HTML_EMBEDDED
HUAMBOS,-6.45364,-78.96319,HTML_EMBEDDED
PUENTE SAN CARLOS,-6.61515,-79.27136,HTML_EMBEDDED
LA MUCHALA,-6.47998,-79.22406,HTML_EMBEDDED
CASCABAMBA,-7.38407,-78.72682,HTML_EMBEDDED
PUENTE CHILETE,-7.21968,-78.83798,HTML_EMBEDDED
GUZMANGO,-7.38133,-78.9033,HTML_EMBEDDED
SAUCEPAMPA,-9.0309,-77.7763,HTML_EMBEDDED
PUENTE CAHUA,-10.60597,-77.34388,HTML_EMBEDDED
RECUAY,-9.72919,-77.45365,HTML_EMBEDDED
PACHACOTO,-9.85243,-77.40607,HTML_EMBEDDED
SHAQUEK,-10.07116,-77.52504,HTML_EMBEDDED
PUENTE SALINAS AMOJAO,-5.45096,-78.4894,HTML_EMBEDDED
BAGUA,-5.66145,-78.53403,HTML_EMBEDDED
CORRAL QUEMADO,-5.75461,-78.69208,HTML_EMBEDDED
MAGUNCHAL,-5.88987,-78.18876,HTML_EMBEDDED
NARANJITO,-5.81968,-78.27598,HTML_EMBEDDED
BUENA VISTA,-9.43372,-78.20828,HTML_EMBEDDED
CHAVIN,-9.58598,-77.17529,HTML_EMBEDDED
CONDORCERRO,-8.65793,-78.26172,HTML_EMBEDDED
SAN JACINTO,-9.141,-78.2023,HTML_EMBEDDED
CURAHUASI,-13.5526,-72.7349,HTML_EMBEDDED
GRANJA SAN ANTONIO,-13.60492,-72.85693,HTML_EMBEDDED
HUACULLO,-14.65289,-72.57275,HTML_EMBEDDED
CASACCANCHA,-13.98923,-72.29832,HTML_EMBEDDED
PUENTE PAMPAS GORE APU,-13.43493,-73.82737,HTML_EMBEDDED
TANCAYLLO,-13.63523,-73.69004,HTML_EMBEDDED
AREQUIPA UV,-16.4042,-71.55155,HTML_EMBEDDED
LA PAMPILLA,-16.41384,-71.53452,HTML_EMBEDDED
CAYMA,-16.31689,-71.57919,HTML_EMBEDDED
CHARCANI,-16.31086,-71.49511,HTML_EMBEDDED
CHIGUATA,-16.40645,-71.40914,HTML_EMBEDDED
HUASACACHE,-16.45774,-71.56635,HTML_EMBEDDED
TINGO GRANDE,-16.45992,-71.57431,HTML_EMBEDDED
SAN FRANCISCO,-16.38519,-71.49044,HTML_EMBEDDED
TUCTUMPAYA,-16.48827,-71.33463,HTML_EMBEDDED
SAN JOSE DE UZUNA,-16.58103,-71.32836,HTML_EMBEDDED
LAS SALINAS,-16.32064,-71.15212,HTML_EMBEDDED
PUENTE DEL DIABLO,-16.42665,-71.67507,HTML_EMBEDDED
BOYADERO,-16.58989,-72.00886,HTML_EMBEDDED
PATAHUASI,-16.05542,-71.41481,HTML_EMBEDDED
YURA,-16.30271,-71.62395,HTML_EMBEDDED
SOCOSANI,-16.25944,-71.72056,HTML_EMBEDDED
CAMANA,-16.64395,-72.70432,HTML_EMBEDDED
OCOÑA,-16.427,-73.1145,HTML_EMBEDDED
HUATIAPA,-16.00806,-72.48355,HTML_EMBEDDED
CHIVAY,-15.64163,-71.60169,HTML_EMBEDDED
HUANCA,-16.03458,-71.88108,HTML_EMBEDDED
SAN MARTIN DE PORRES,-12.00889,-77.08447,HTML_EMBEDDED
SANTA ANITA,-12.04302,-76.97144,HTML_EMBEDDED
LAS PALMAS,-12.15675,-77.01303,HTML_EMBEDDED
VILLA MARIA DEL TRIUNFO,-12.16639,-76.92,HTML_EMBEDDED
HUAROS,-11.40744,-76.57584,HTML_EMBEDDED
LA CAPILLA SENAMHI,-12.52183,-76.49658,HTML_EMBEDDED
CAÑETE,-13.07475,-76.33042,HTML_EMBEDDED
SOCSI,-13.02825,-76.1945,HTML_EMBEDDED
SANTO DOMINGO,-11.37,-77.02833,HTML_EMBEDDED
PIRCA,-11.23284,-76.65514,HTML_EMBEDDED
PUENTE CALLANTAMA,-11.2989,-76.8518,HTML_EMBEDDED
PAMPA DE MAJES,-16.33565,-72.15266,HTML_EMBEDDED
HUANCAVELICA,-12.77163,-75.01237,HTML_EMBEDDED
AMAZONAS,-3.76397,-73.25492,HTML_EMBEDDED
VICHAYCOCHA,-11.13916,-76.62455,HTML_EMBEDDED
SANTA CRUZ,-11.19827,-76.63487,HTML_EMBEDDED
CARAC,-11.19005,-76.77937,HTML_EMBEDDED
CUCHUANCA,-11.20158,-76.7881,HTML_EMBEDDED
MATUCANA,-11.83911,-76.378,HTML_EMBEDDED
PUENTE ANTAPUCRO,-12.0333,-76.6333,HTML_EMBEDDED
CASAPALCA,-11.638,-76.23325,HTML_EMBEDDED
SAN MATEO,-11.76012,-76.30111,HTML_EMBEDDED
SAN MATEO DE OTAO,-11.847,-76.56359,HTML_EMBEDDED
SANTA EULALIA,-11.92,-76.66664,HTML_EMBEDDED
SANTIAGO DE TUNA,-11.9832,-76.5242,HTML_EMBEDDED
PICOY,-10.92159,-76.73703,HTML_EMBEDDED
SAYAN,-11.13472,-77.19833,HTML_EMBEDDED
CARANIA,-12.3444,-75.87215,HTML_EMBEDDED
ENAPU PERU,-3.72722,-73.23694,HTML_EMBEDDED
CABALLOCOCHA,-3.91125,-70.51206,HTML_EMBEDDED
PEBAS,-3.31791,-71.85962,HTML_EMBEDDED
CONTAMANA,-7.35254,-75.00632,HTML_EMBEDDED
BILINGURSTH,-12.56083,-69.18949,HTML_EMBEDDED
CACHUELA,-12.60442,-69.18304,HTML_EMBEDDED
PUENTE HERRERA,-12.61361,-69.19413,HTML_EMBEDDED
TAMBOPATA,-12.5925,-69.17529,HTML_EMBEDDED
PUERTO MALDONADO,-12.5873,-69.2088,HTML_EMBEDDED
MALINOWSKY,-12.93411,-69.5175,HTML_EMBEDDED
SALVACION,-12.8312,-71.36446,HTML_EMBEDDED
IÑAPARI,-10.95589,-69.578,HTML_EMBEDDED
MOQUEGUA,-17.17874,-70.93267,HTML_EMBEDDED
12 DE OCTUBRE,-10.60641,-76.52927,HTML_EMBEDDED
OXAPAMPA,-10.59417,-75.38417,HTML_EMBEDDED
PUERTO BERMUDEZ,-10.28619,-74.94356,HTML_EMBEDDED
MIRAFLORES,-5.17528,-80.61654,HTML_EMBEDDED
PARTIDOR,-4.73197,-80.27978,HTML_EMBEDDED
LAGARTERA,-4.7285,-80.06956,HTML_EMBEDDED
BOCATOMA CHIPILLICO,-4.7142,-80.11825,HTML_EMBEDDED
