CODIGO_ID,ESTACION,LATITUD,LONGITUD,TIPO_REPORTE
213500,LOS MOLINOS (ALEJANDRO PLAZA GARCIA),-13.92475,-75.67869,REAL
113010,HUAMANI,-13.843,-75.60704,REAL
100043,FONAGRO (CHINCHA),-13.45781,-76.13425,REAL
113081,SAN JUAN DE YANAC,-13.21058,-75.78697,REAL
113061,SAN PEDRO DE HUACARPANA,-13.0479,-75.6464,REAL
230712,HUALLPOCA,-14.63201,-74.95588,REAL
114018,COPARA,-14.97501,-74.89082,REAL
114021,PALPA,-14.54939,-75.18926,REAL
115029,IMATA,-15.84266,-71.09062,REAL
115024,SIBAYO,-15.4892,-71.45696,REAL
115020,CHUQUIBAMBA,-15.84602,-72.65065,REAL
115043,SALAMANCA,-15.50294,-72.83202,REAL
204905,LA PASCANA,-16.99936,-71.63879,REAL
117005,PAMPA BLANCA,-17.0716,-71.7245,REAL
115019,COTAHUASI,-15.21134,-72.89325,REAL
251001,MARCELINO SERNA (PAMPAS),-13.43453,-73.82791,REAL
112069,WAYLLAPAMPA,-13.0765,-74.21651,REAL
113021,LA QUINUA,-13.05548,-74.14159,REAL
100127,SAN PEDRO DE CACHI,-13.08742,-74.39067,REAL
114023,PUQUIO,-14.69928,-74.1316,REAL
114055,HUAC-HUAS,-14.1324,-74.941,REAL
213600,LLAUTA,-14.23998,-74.92135,REAL
115015,CORACORA,-15.01194,-73.77945,REAL
115017,PAUZA,-15.2753,-73.3411,REAL
114044,PAUCARAY,-14.0439,-73.6386,REAL
113022,HUANCAPI,-13.749,-74.0681,REAL
113100,VILCASHUAMAN,-13.66882,-73.95238,REAL
220213,MASHCON,-7.165,-78.47833,REAL
107002,GRANJA PORCON,-7.03753,-78.6334,REAL
107028,AUGUSTO WEBERBAUER,-7.1675,-78.49309,REAL
107018,ASUNCION,-7.32604,-78.51582,REAL
100037,COSPAN,-7.42857,-78.54106,REAL
107093,LA ENCAÑADA,-7.12327,-78.33314,REAL
220205,JESUS TUNEL,-7.22064,-78.40376,REAL
107016,JESUS,-7.2457,-78.38841,REAL
107017,MAGDALENA,-7.25346,-78.65261,REAL
220206,NAMORA BOCATOMA,-7.24262,-78.29472,REAL
107037,NAMORA,-7.2006,-78.32782,REAL
107005,SAN JUAN,-7.29756,-78.49106,REAL
107008,CAJABAMBA,-7.62166,-78.05131,REAL
107068,CACHACHI,-7.45106,-78.26855,REAL
220201,PUENTE CRISNEJAS,-7.46354,-78.11313,REAL
106010,CELENDIN,-6.85292,-78.14485,REAL
221303,BALZAS,-6.84465,-78.03024,REAL
106034,CHOTA,-6.54713,-78.64863,REAL
106058,COCHABAMBA,-6.46009,-78.8886,REAL
106054,HUAMBOS,-6.45368,-78.96315,REAL
220611,CHOTANO LAJAS,-6.55972,-78.74111,REAL
106053,LLAMA,-6.51443,-79.12262,REAL
106061,TOCMOCHE,-6.4101,-79.3557,REAL
107052,CONTUMAZA,-7.36521,-78.82273,REAL
201207,PUENTE CHILETE,-7.21969,-78.83799,REAL
107058,CHILETE,-7.21968,-78.83799,REAL
107057,SAN BENITO,-7.42819,-78.92673,REAL
110016,HUARMEY,-10.06812,-78.16232,REAL
109038,MALVAS,-9.92723,-77.65519,REAL
108103,PISCOBAMBA II,-8.87045,-77.35072,REAL
108064,CABANA,-8.39058,-78.00461,REAL
108017,POMABAMBA,-8.8217,-77.45733,REAL
109017,RECUAY,-9.72919,-77.45365,REAL
106011,CHACHAPOYAS,-6.2083,-77.86712,REAL
105075,ARAMANGO,-5.41994,-78.43553,REAL
105079,JAZAN,-5.94485,-77.97569,REAL
221501,LOS NARANJOS,-5.75568,-78.43154,REAL
105068,BAGUA CHICA,-5.66148,-78.53396,REAL
105042,JAMALCA,-5.8927,-78.2339,REAL
109046,CAJAMARQUILLA,-9.63204,-77.74136,REAL
109040,PARIACOTO,-9.55239,-77.88761,REAL
109016,AIJA,-9.78164,-77.60674,REAL
110018,CHIQUIAN,-10.14763,-77.15949,REAL
109019,CHAVIN,-9.58598,-77.17526,REAL
110039,CHAMANA,-10.20739,-77.55872,REAL
108047,SIHUAS,-8.56667,-77.65,REAL
109018,YUNGAY,-9.14189,-77.74998,REAL
113029,CURAHUASI,-13.55253,-72.73487,REAL
113225,GRANJA SAN ANTONIO,-13.6049,-72.8569,REAL
113025,ANDAHUAYLAS,-13.64863,-73.36679,REAL
114117,AYMARAES,-14.29056,-73.25168,REAL
113059,TAMBOBAMBA,-13.94492,-72.17522,REAL
113138,PAMPAS,-13.43488,-73.82427,REAL
114108,CURPAHUASI,-14.0628,-72.6669,REAL
116017,LA PAMPILLA,-16.4138,-71.53453,REAL
116020,CHIGUATA,-16.40644,-71.40913,REAL
116003,HUASACACHE,-16.45774,-71.56635,REAL
204708,TINGO GRANDE,-16.45992,-71.57431,REAL
204707,PUENTE DEL DIABLO,-16.42679,-71.67503,REAL
116005,LA JOYA,-16.58359,-71.92464,REAL
204621,HACIENDA PAMPATA,-16.54193,-72.69957,REAL
204504,OCOÑA,-16.427,-73.1145,REAL
116013,CAMANA,-16.64395,-72.70432,REAL
115018,CARAVELI,-15.77568,-73.36259,REAL
116011,PUNTA ATICO,-16.2317,-73.6964,REAL
100026,CHAPARRA,-15.74765,-73.87089,REAL
115133,LOMAS,-15.57119,-74.8503,REAL
204617,HUATIAPA,-16.00806,-72.48355,REAL
116014,APLAO,-16.07288,-72.49226,REAL
115085,ANDAGUA,-15.5009,-72.3551,REAL
115089,CHOCO,-15.5771,-72.1296,REAL
115129,MACHAHUAY,-15.65321,-72.50322,REAL
115086,ORCOPAMPA,-15.2639,-72.341,REAL
115021,PAMPACOLCA,-15.7167,-72.5683,REAL
115025,CHIVAY,-15.64163,-71.60169,REAL
115041,CABANACONDE,-15.6226,-71.97409,REAL
115022,CAYLLOMA,-15.18882,-71.77019,REAL
115090,HUAMBO,-15.73201,-72.10693,REAL
116058,HUANCA,-16.03458,-71.88108,REAL
110019,CAJATAMBO,-10.47788,-76.98971,REAL
111026,CANTA,-11.47121,-76.62569,REAL
202802,OBRAJILLO,-11.45293,-76.62217,REAL
111151,PUENTE MAGDALENA,-11.69463,-76.83719,REAL
203101,LA CAPILLA,-12.52194,-76.49637,REAL
113140,SOCSI CAÑETE,-13.03051,-76.20027,REAL
203302,SOCSI,-13.0283,-76.19453,REAL
